,id_full_season,player_name,games_full_season,time_full_season,goals_full_season,xG_full_season,assists_full_season,xA_full_season,shots_full_season,key_passes_full_season,yellow_cards_full_season,red_cards_full_season,position,team_title,npg_full_season,npxG_full_season,xGChain_full_season,xGBuildup_full_season,fpl_id
24,101.0,Allan Saint-Maximin,20.0,1722.0,5.0,3.7183160968124866,3.0,3.033473802730441,41.0,28.0,2.0,0.0,F M S,Newcastle United,5.0,3.7183160968124866,8.745204383507371,2.20369327487424,307.0
25,465.0,Joshua King,17.0,1358.0,5.0,6.730186566710472,3.0,2.420475088059902,36.0,25.0,3.0,0.0,F M S,Watford,4.0,5.969017758965492,7.7529451046139,0.8499802621081471,468.0
26,522.0,Wilfried Zaha,17.0,1392.0,5.0,3.7870637085288763,1.0,2.8528163991868496,28.0,22.0,3.0,1.0,F M S,Crystal Palace,3.0,2.264725986868143,7.282968319952488,2.6852771900594234,154.0
27,594.0,Romelu Lukaku,14.0,907.0,5.0,4.540983837097883,0.0,2.2202360071241856,23.0,14.0,0.0,0.0,F S,Chelsea,5.0,4.540983837097883,8.277284786105156,2.954689111560583,
28,762.0,Demarai Gray,18.0,1444.0,5.0,3.058469185605645,2.0,2.17770192027092,39.0,25.0,3.0,0.0,F M S,Everton,5.0,3.058469185605645,6.728033171966672,2.152801424264908,484.0
29,2335.0,Pablo Fornals,20.0,1527.0,5.0,3.113642618060112,2.0,3.9098480343818665,27.0,28.0,3.0,0.0,M S,West Ham,5.0,3.113642618060112,11.660633698105812,5.79364744015038,423.0
30,3585.0,Said Benrahma,20.0,1478.0,5.0,3.693391740322113,4.0,3.2042170017957687,43.0,21.0,0.0,0.0,F M S,West Ham,5.0,3.693391740322113,9.293101031333208,3.028942249715328,419.0
31,3697.0,Odsonne Edouard,18.0,1114.0,5.0,5.645562145859003,4.0,1.5659492742270231,33.0,15.0,1.0,0.0,F M S,Crystal Palace,4.0,4.884393248707056,7.796434756368399,1.5932310298085213,
32,5675.0,Ismaila Sarr,12.0,1039.0,5.0,3.5062892623245716,0.0,1.1350580602884293,27.0,11.0,1.0,0.0,F M,Watford,5.0,2.7451204247772694,4.373906381428242,1.1853626789525151,399.0
33,5956.0,Youri Tielemans,14.0,1175.0,5.0,2.713506992906332,2.0,2.7740789353847504,29.0,23.0,1.0,0.0,M S,Leicester,4.0,1.9523381255567074,6.914870128035545,3.0609664134681225,210.0
34,6055.0,Phil Foden,14.0,1006.0,5.0,4.4752834141254425,3.0,4.124836008995771,28.0,23.0,0.0,0.0,F S,Manchester City,5.0,4.4752834141254425,10.597647532820702,3.911015596240759,265.0
35,6818.0,James Maddison,18.0,1187.0,5.0,3.061262859031558,3.0,2.5411145240068436,36.0,19.0,2.0,0.0,F M S,Leicester,5.0,3.061262859031558,6.526491213589907,2.364159293472767,212.0
36,7696.0,Teemu Pukki,20.0,1749.0,5.0,5.112131383270025,0.0,0.9630150180310011,31.0,12.0,3.0,0.0,F,Norwich,3.0,3.589830469340086,4.531011778861284,0.21378571260720491,315.0
37,8384.0,Armando Broja,17.0,883.0,5.0,3.0284114722162485,0.0,0.1280621401965618,21.0,2.0,1.0,0.0,F S,Southampton,5.0,3.0284114722162485,3.458248833194375,0.6412949049845338,
38,8865.0,Ollie Watkins,17.0,1450.0,5.0,5.978149656206369,1.0,0.8949778378009796,38.0,15.0,3.0,0.0,F S,Aston Villa,5.0,5.978149656206369,9.042877841740847,2.9229245968163013,40.0
39,314.0,Ilkay Gündogan,15.0,1069.0,4.0,6.1912258714437485,3.0,2.949210638180375,31.0,24.0,1.0,0.0,M S,Manchester City,4.0,6.1912258714437485,12.697225008159876,4.7147685289382935,250.0
40,318.0,Pierre-Emerick Aubameyang,14.0,1047.0,4.0,6.893220115453005,1.0,0.8014161214232445,34.0,9.0,3.0,0.0,F S,Arsenal,4.0,5.370882365852594,5.4393598940223455,0.963660548441112,4.0
41,482.0,Roberto Firmino,12.0,508.0,4.0,3.7203072383999825,3.0,1.472150744870305,15.0,11.0,0.0,0.0,F S,Liverpool,4.0,3.7203072383999825,8.214826576411724,3.9804965630173683,228.0
42,535.0,Manuel Lanzini,16.0,763.0,4.0,2.011451417580247,1.0,1.7247340083122253,10.0,15.0,1.0,0.0,M S,West Ham,2.0,0.48911371268332005,5.2257125079631805,5.0435494892299175,416.0
43,606.0,Christian Benteke,20.0,1061.0,4.0,4.719367414712906,1.0,1.6455406285822392,38.0,13.0,3.0,0.0,F S,Crystal Palace,4.0,4.719367414712906,6.482015427201986,1.2350080097094178,149.0
44,647.0,Harry Kane,17.0,1429.0,4.0,6.853766035288572,1.0,3.152003549039364,50.0,14.0,3.0,0.0,F M S,Tottenham,3.0,6.092597257345915,10.62307670712471,2.6764032524079084,357.0
45,986.0,Danny Ings,15.0,1128.0,4.0,2.9362498708069324,2.0,0.2188359797000885,21.0,4.0,1.0,0.0,F S,Aston Villa,3.0,2.17508103325963,3.2011489924043417,1.1934218183159828,337.0
46,998.0,Ivan Toney,19.0,1710.0,4.0,4.520334247499704,2.0,3.5351024018600583,43.0,20.0,5.0,0.0,F,Brentford,2.0,2.9980333782732487,5.644147343933582,1.265816387720406,78.0
47,2517.0,Martin Odegaard,18.0,1226.0,4.0,1.2858720123767853,3.0,3.362564582377672,19.0,30.0,2.0,0.0,M S,Arsenal,4.0,1.2858720123767853,8.384983953088522,5.524210385046899,
48,4105.0,Raúl Jiménez,19.0,1563.0,4.0,4.487540322355926,2.0,2.099011369049549,35.0,25.0,4.0,1.0,F S,Wolverhampton Wanderers,3.0,3.726371484808624,6.852197635918856,1.8646574569866061,430.0
49,6026.0,Richarlison,12.0,923.0,4.0,2.3391610449180007,2.0,2.033296797424555,20.0,13.0,5.0,0.0,F M S,Everton,4.0,2.3391610449180007,4.675202861428261,1.557787261903286,180.0
50,7490.0,Mason Greenwood,16.0,1150.0,4.0,3.705796953290701,1.0,1.264625996351242,44.0,16.0,1.0,0.0,F M S,Manchester United,4.0,3.705796953290701,5.275167178362608,1.6174489501863718,289.0
51,7698.0,Leandro Trossard,19.0,1637.0,4.0,4.082470057532191,1.0,1.796554446220398,49.0,25.0,1.0,0.0,F M,Brighton,3.0,3.321301205083728,6.9857665821909904,2.85301517508924,64.0
52,7700.0,Che Adams,15.0,936.0,4.0,2.5640785172581673,1.0,1.4322864897549152,23.0,11.0,0.0,0.0,F M S,Southampton,4.0,2.5640785172581673,3.558905117213726,0.2541318517178297,345.0
53,7752.0,Gabriel Martinelli,13.0,783.0,4.0,4.245867621153593,2.0,1.7879327088594437,23.0,16.0,1.0,0.0,F M S,Arsenal,4.0,4.245867621153593,5.7201687432825565,1.0453782733529806,26.0
54,8067.0,Reece James,16.0,1114.0,4.0,1.8819010388106108,5.0,3.7123125419020653,21.0,31.0,4.0,1.0,D M S,Chelsea,4.0,1.8819010388106108,9.492686381563544,6.434538744390011,142.0
55,8379.0,Alexis Mac Allister,15.0,650.0,4.0,2.6998753314837813,1.0,1.0445203948765993,22.0,14.0,1.0,0.0,M S,Brighton,3.0,1.938706493936479,4.068274311721325,2.0796126620844007,74.0
56,8720.0,Jack Harrison,17.0,1267.0,4.0,3.042757572606206,1.0,1.6629577223211527,21.0,22.0,2.0,0.0,F M S,Leeds,4.0,3.042757572606206,4.307560000568628,1.8539388552308083,267.0
57,8845.0,Hee-Chan Hwang,14.0,983.0,4.0,2.3968340400606394,0.0,0.8159827785566449,9.0,7.0,1.0,0.0,F M S,Wolverhampton Wanderers,4.0,2.3968340400606394,5.018234342336655,2.184372266754508,
58,775.0,Andros Townsend,16.0,1275.0,3.0,2.146623596549034,2.0,2.748285062611103,18.0,30.0,3.0,0.0,F M S,Everton,2.0,1.3854547664523125,5.22294907271862,2.704090593382716,482.0
59,782.0,Ben Chilwell,6.0,540.0,3.0,1.298326052725315,1.0,0.8330149557441473,13.0,10.0,0.0,0.0,D M,Chelsea,3.0,1.298326052725315,3.937902458012104,2.8827292025089264,135.0
60,2496.0,Rodri,18.0,1568.0,3.0,0.9948990345001221,1.0,0.9461587630212307,18.0,16.0,5.0,0.0,M,Manchester City,3.0,0.9948990345001221,14.553784340620041,13.207567512989044,266.0
61,2662.0,Christian Pulisic,12.0,748.0,3.0,3.265300936996937,0.0,0.42403372935950756,12.0,8.0,1.0,0.0,D F M S,Chelsea,3.0,3.265300936996937,4.596597364172339,1.0486329421401024,137.0
62,3277.0,Alexandre Lacazette,15.0,872.0,3.0,4.182641874998808,3.0,1.2645069807767868,14.0,14.0,0.0,0.0,F M S,Arsenal,2.0,2.6603041402995586,5.175618544220924,2.244723152369261,6.0
63,4456.0,Chris Wood,18.0,1493.0,3.0,5.237098876386881,0.0,0.38854250963777304,33.0,9.0,1.0,0.0,F,"Burnley,Newcastle United",3.0,5.237098876386881,4.702116075903177,1.5056951567530632,109.0
64,5555.0,Dominic Calvert-Lewin,5.0,433.0,3.0,4.15969019010663,0.0,0.13921446353197098,16.0,3.0,0.0,0.0,F,Everton,1.0,1.8762204684317112,2.1085684411227703,0.15640778094530106,177.0
65,5556.0,Ademola Lookman,12.0,723.0,3.0,2.1233532279729843,0.0,0.8606500141322613,11.0,12.0,1.0,0.0,F M S,Leicester,3.0,2.1233532279729843,5.156751446425915,2.5945195332169533,
66,5786.0,Yoane Wissa,13.0,412.0,3.0,0.8757980866357684,0.0,0.16504491120576859,8.0,3.0,0.0,0.0,F S,Brentford,3.0,0.8757980866357684,0.9491455033421516,0.07079316675662994,
67,6042.0,Jan Bednarek,16.0,1346.0,3.0,1.6415923424065113,0.0,0.20110056549310684,8.0,3.0,4.0,0.0,D S,Southampton,3.0,1.6415923424065113,3.783786842599511,3.5575920809060335,343.0
68,6552.0,Bryan Mbeumo,18.0,1500.0,3.0,5.733193479478359,2.0,1.4216875322163105,39.0,15.0,2.0,0.0,F,Brentford,2.0,4.972024612128735,8.12675011344254,2.5775649510324,96.0
69,7723.0,John McGinn,17.0,1479.0,3.0,0.6551090776920319,2.0,3.1656193835660815,23.0,29.0,5.0,0.0,M,Aston Villa,3.0,0.6551090776920319,6.048300785943866,3.3812703508883715,35.0
70,8288.0,Tomas Soucek,20.0,1790.0,3.0,3.389506410807371,1.0,1.1302968598902225,29.0,11.0,2.0,0.0,M,West Ham,3.0,3.389506410807371,5.757142096757889,3.314078025519848,422.0
71,8941.0,Jacob Ramsey,18.0,1170.0,3.0,1.781008556485176,1.0,1.4154308922588825,19.0,11.0,3.0,0.0,F M S,Aston Villa,3.0,1.781008556485176,5.209649417549372,2.3266336359083652,51.0
